id,docente,autor_principal,ano,titulo,tipo_producao,revista_ou_veiculo,editora,cidade,isbn_issn,doi,url,indexacao,jif_jcr_2025,quartil_jcr_2025,pontuacao,observacoes
323,Leonardo Gomes de Oliveira Luz,"Giudicelli, B. B",2021,"Letramento corporal na educação física: debate, contribuição e intervenção",capitulo,,,,,,,,,,45,origem=planilha_nova
324,Rafael dos Santos Henrique,"GIUDICELLI, B. B",2021,"Letramento corporal na educação física: debate, contribuição e intervenção",capitulo,,,,,,,,,,45,origem=planilha_nova
325,Leonardo Gomes de Oliveira Luz,"Giudicelli, B. B",2021,"Age and maturity effects on morphological and physical performance measures of adolescent judo athletes. Journal of Human Kinetics, v. 80, p. 131-141, 2021",artigo,Journal of Human Kinetics,,,,,,Scopus (SJR),,,90,origem=planilha_nova
326,Leonardo Gomes de Oliveira Luz,"GIUDICELLI, BRUNO B",2021,"Chronological Age, Somatic Maturation and Anthropometric Measures: Association with Physical Performance of Young Male Judo Athletes. International Journal of Environmental Research and Public Health, v. 18, p. 6410, 2021",artigo,International Journal of Environmental Research and Public Health,,,16604601,10.3390/ijerph23020221,,Web of Science (JCR); Scopus (SJR),,,90,origem=planilha_nova
327,Eduardo Zapaterra Campos,"GOMES, W. S",2021,"Effects of Capsiate Supplementation on Maximal Voluntary Contraction in Healthy Men. INTERNATIONAL JOURNAL OF SPORTS MEDICINE, v. 43, p. 466-472, 2021",artigo,INTERNATIONAL JOURNAL OF SPORTS MEDICINE,,,01724622,10.1055/a-2674-4030,,Web of Science (JCR); Scopus (SJR),2.2,Q2,90,origem=planilha_nova
328,Clarice Maria de Lucena Martins,"GÓMEZ-CARMONA, CARLOS D",2023,"Crucial workload variables in female-male elite Brazilian Beach Handball: An exploratory factor analysis. BIOLOGY OF SPORT, v. 40, p. 345-352, 2023",artigo,BIOLOGY OF SPORT,,,0860021X,10.5114/biolsport.2025.151650,,Web of Science (JCR); Scopus (SJR),5.0,Q1,90,origem=planilha_nova
329,Tony Meireles dos Santos,Gonçalves JG,2024,"Psychometric properties of the Knowledge and Understanding Questionnaire of the Canadian Assessment of Physical Literacy-2 in low-income Brazilian children. Retos-Nuevas Tendencias En Educacion Fisica Deporte Y Recreacion, v. 58, p. 291-298, 2024",artigo,Retos-Nuevas Tendencias En Educacion Fisica Deporte Y Recreacion,,,,,,,,,,origem=planilha_nova
330,Leonardo Gomes de Oliveira Luz,"GONCALVES, J. G",2024,Propiedades psicométricas del Cuestionario de Conocimiento y Comprensión de la Evaluación Canadiense de Alfabetización Física-2 en niños brasileños de baja renta,artigo,RETOS,,,19882041,10.47197/retos.v72.113173,,Web of Science (JCR); Scopus (SJR),1.6,Q2,90,origem=planilha_nova
331,Paulo Felipe Ribeiro Bandeira,"GUARIGLIA, DÉBORA ALVES",2024,"O USO DE PRESERVATIVO EM UNIVERSITÁRIOS(AS) BRASILEIROS(AS). REVISTA BRASILEIRA DE SEXUALIDADE HUMANA, v. 35, p. 1161, 2024",artigo,REVISTA BRASILEIRA DE SEXUALIDADE HUMANA,,,,,,,,,,origem=planilha_nova
332,Clarice Maria de Lucena Martins,"GUERRA, PAULO HENRIQUE",2021,National guidelines for physical activity in early childhood in American countries: a scoping review,artigo,REVISTA BRASILEIRA DE ATIVIDADE FÍSICA E SAÚDE,,,23171634,10.12820/rbafs.30e0411,,Scopus (SJR),,,90,origem=planilha_nova
333,Paulo Felipe Ribeiro Bandeira,"GUILHERMINO, C. S",2025,"Cross-Cultural Adaptation of the Short Dark Tetrad (SD4) in the Brazilian Context. Psychological Test Adaptation and Development, v. 6, p. 77, 2025",artigo,Psychological Test Adaptation and Development,,,,,,Scopus (SJR),,,90,origem=planilha_nova
334,Paulo Felipe Ribeiro Bandeira,"GUILHERMINO, CAROLLINA SOUZA",2026,"Revisiting the Short Dark Tetrad in Brazil: Evidence for a five-factor model using network psychometrics. PERSONALITY AND INDIVIDUAL DIFFERENCES, v. 257, p. 113789, 2026",artigo,PERSONALITY AND INDIVIDUAL DIFFERENCES,,,,,,Scopus (SJR),,,90,origem=planilha_nova
335,Paulo Felipe Ribeiro Bandeira,"GUIMARAES, E. S",2021,"A Network Perspective of the Ecosystem?s Health Provision Spectrum in the Tourist Trails of UNESCO Global Geoparks: Santo Sepulcro and Riacho do Meio Trails, Araripe UGG (NE of Brazil). Geosciences, v. 11, p. 1-29, 2021",artigo,Geosciences,,,,,,Scopus (SJR),,,90,origem=planilha_nova
336,Paulo Felipe Ribeiro Bandeira,"GUIMARÃES, EDUARDO S",2022,"Classification of the Effort Index and Biomechanical Overload in Natural Trails of UNESCO Global Geoparks-A Network Perspective of Trails of the Araripe UGG (NE Brazil). International Journal of Environmental Research and Public Health, v. 19, p. 14297, 2022",artigo,International Journal of Environmental Research and Public Health,,,16604601,10.3390/ijerph23020221,,Web of Science (JCR); Scopus (SJR),,,90,origem=planilha_nova
337,Paulo Roberto Cavalcanti Carvalho,"GUIMARAES, M. B. (Org.)",2022,"(Org.) ; MONTEIRO, J",livro,,,,,,,,,,90,origem=planilha_nova
338,Paulo Roberto Cavalcanti Carvalho,"GUIMARAES, M. B",2022,"LIMA NETO, J",livro,,,,,,,,,,90,origem=planilha_nova
339,Paulo Roberto Cavalcanti Carvalho,"GUIMARAES, T. G. M",2022,"Estratégias e ações de cuidado no programa Academia da Cidade durante a pandemia de covid-19: relato de experiência. REVISTA BAIANA DE SAÚDE PÚBLICA (ONLINE), v. 46, p. 302-312, 2022",artigo,REVISTA BAIANA DE SAÚDE PÚBLICA (ONLINE),,,,,,,,,,origem=planilha_nova
340,Rafael dos Santos Henrique,"HENRIQUE, R. S",2026,"Motor Competence Assessment in Low-Income Brazilian Children: Factorial Structure and Concurrent Validity. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 14, p. 1-8, 2026",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
341,Paulo Felipe Ribeiro Bandeira,"HENRIQUE, RAFAEL DOS SANTOS",2026,"Motor Competence Assessment in Low-Income Brazilian Children: Factorial Structure and Concurrent Validity. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 14, p. 1-12, 2026",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
342,Leonardo Gomes de Oliveira Luz,"HENRIQUE, RAFAEL DOS SANTOS",2026,"Motor Competence Assessment in Low-Income Brazilian Children: Factorial Structure and Concurrent Validity. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 14, p. 1-14, 2026",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
343,Tony Meireles dos Santos,"INOUE, ALLAN",2021,"Correlation between economy/efficiency and mountain biking cross-country race performance. European Journal of Sport Science, v. 1, p. 1-23, 2021",artigo,European Journal of Sport Science,,,,,,Scopus (SJR),,,90,origem=planilha_nova
344,Rafael dos Santos Henrique,"IURILLI, MARIA LC",2021,"Heterogeneous contributions of change in population distribution of body mass index to change in obesity and underweight. eLife, v. 10, p. 10.7554/eLife.6, 2021",artigo,eLife,,,,10.7554/eLife.6,,Scopus (SJR),,,90,origem=planilha_nova
345,Daniel da Rocha Queiroz,"JESUS SOUSA LIMA, TERESINHA",2022,"Inter-individual variability in children's physical growth and body composition: Findings of longitudinal ELOS-Pré study. AMERICAN JOURNAL OF HUMAN BIOLOGY, v. 34, p. e23697, 2022",artigo,AMERICAN JOURNAL OF HUMAN BIOLOGY,,,10420533,10.1002/ajhb.70024,,Web of Science (JCR); Scopus (SJR),1.7,Q1,90,origem=planilha_nova
346,Paulo Felipe Ribeiro Bandeira,"LACERDA, LUANNA ALVES SILVA",2025,"Tradução, adaptação transcultural e validação de um inquérito de saúde bucal para gestantesTranslation, cross-cultural adaptation, and validation of an oral health survey for pregnant women. Rev Rene, v. 26, p. e94319, 2025",artigo,Rev Rene,,,,,,,,,,origem=planilha_nova
347,Clarice Maria de Lucena Martins,"LARSEN, M. N",2021,Fitness and performance testing of male and female beach soccer players ? a preliminary investigation,artigo,Frontiers in Sports and active Living,,,26249367,10.3389/fspor.2025.1724991,,Web of Science (JCR); Scopus (SJR),2.6,Q2,90,origem=planilha_nova
348,Lucas Eduardo Rodrigues dos Santos,"LATTARI, EDUARDO",2022,"Transcranial Direct Current Stimulation Combined With or Without Caffeine: Effects on Training Volume and Pain Perception. RESEARCH QUARTERLY FOR EXERCISE AND SPORT, v. 00, p. 1-10, 2022",artigo,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,,,02701367,10.1080/02701367.2025.2515968,,Web of Science (JCR); Scopus (SJR),1.6,Q3,90,origem=planilha_nova
349,Tony Meireles dos Santos,"LATTARI, EDUARDO",2022,"Transcranial Direct Current Stimulation Combined With or Without Caffeine: Effects on Training Volume and Pain Perception. RESEARCH QUARTERLY FOR EXERCISE AND SPORT, v. 1, p. 1-10, 2022",artigo,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,,,02701367,10.1080/02701367.2025.2515968,,Web of Science (JCR); Scopus (SJR),1.6,Q3,90,origem=planilha_nova
350,Paulo Felipe Ribeiro Bandeira,"LEAL, MARINA GONÇALVES",2024,"Spaced Use of Social Media Apps Among Motor Practice Trials Impacts Performance Without Influencing Mental Fatigue and Motor Learning. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 13, p. 1-14, 2024",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
351,André dos Santos Costa,"LEAO, M. M",2025,"ASSOCIAÇÃO ENTRE OS NÍVEIS DE ATIVIDADE FÍSICA E ANSIEDADE, ESTRESSE E DEPRESSÃO EM PACIENTES COM TRANSTORNO OBSESSIVO COMPULSIVOASSOCIATION BETWEEN LEVELS OF PHYSICAL ACTIVITY AND ANXIETY, STRESS, AND DEPRESSION IN PATIENTS WITH OBSESSIVE-COMPULSIVE DISORDER. Acta Biologica Brasiliensia, v. 8, p. 399-416, 2025",artigo,Acta Biologica Brasiliensia,,,,,,,,,,origem=planilha_nova
352,Ozeas de Lima Lins Filho,"LELLYS, L. T",2023,"RESILIÊNCIA EM ATLETAS PARALÍMPICOS DE ATLETISMO: UM ESTUDO COMPARATIVO. Revista da Associação Brasileira de Atividade Motora Adaptada, v. 24, p. 29-38, 2023",artigo,Revista da Associação Brasileira de Atividade Motora Adaptada,,,,,,,,,,origem=planilha_nova
353,Clarice Maria de Lucena Martins,"LEMOS, LUÍS",2021,"24-hour movement behaviours and fitness in preschoolers: a compositional and isotemporal reallocation analysis. SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS, v. 3, p. 30, 2021",artigo,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,,,,,,Scopus (SJR),,,90,origem=planilha_nova
354,Clarice Maria de Lucena Martins,"LEMOS, N",2023,"A bibliometric analysis of physical activity interventions and cognition in children and adolescents. SCIENCE & SPORTS, v. 38, p. 582-592, 2023",artigo,SCIENCE & SPORTS,,,,,,Scopus (SJR),,,90,origem=planilha_nova
355,Paulo Felipe Ribeiro Bandeira,"LEMOS, NATÁLIA BATISTA ALBUQUERQUE GOULART",2024,"Evidence of the validity of the child self-regulation & behaviour questionnaire for the Brazilian context. Infant and Child Development (Print), v. 33, p. 1-16, 2024",artigo,Infant and Child Development (Print),,,,,,,,,,origem=planilha_nova
356,Clarice Maria de Lucena Martins,"LI, KAI",2023,"The relative age effect on fundamental movement skills in Chinese children aged 3-5 years. BMC Pediatrics, v. 23, p. 150, 2023",artigo,BMC Pediatrics,,,,,,Scopus (SJR),,,90,origem=planilha_nova
357,Saulo Fernandes Melo de Oliveira,"LIMA FILHA, C. N. M. B",2021,"LIMA FILHA, C",capitulo,,,,,,,,,,45,origem=planilha_nova
358,André dos Santos Costa,"LIMA, C. O. M. F",2022,"Efeitos de duas estratégias nutricionais associadas ao treinamento de força sobre parâmetros antropométricos, composição corporal e consumo alimentar em idosas: estudo randomizado controlado.. REVISTA BRASILEIRA DE PRESCRIÇÃO E FISIOLOGIA DO EXERCÍCIO, v. 15, p. 399-407, 2022",artigo,REVISTA BRASILEIRA DE PRESCRIÇÃO E FISIOLOGIA DO EXERCÍCIO,,,,,,,,,,origem=planilha_nova
359,Leonardo Gomes de Oliveira Luz,"LIMA, C. V. P",2023,"Cunha Júnior, A",capitulo,,,,,,,,,,45,origem=planilha_nova
360,Paulo Felipe Ribeiro Bandeira,"LIMA, C. V. P",2023,"BANDEIRA, PAULO FELIPE RIBEIRO ; PINHEIRO, I",capitulo,,,,,,,,,,45,origem=planilha_nova
361,Leonardo Gomes de Oliveira Luz,"LIMA, C. V. P",2023,"What are the correlates of intention to be physically active in Brazilian adolescents? A network analysis. BMC PUBLIC HEALTH, v. 23, p. 2460, 2023",artigo,BMC PUBLIC HEALTH,,,,,,Scopus (SJR),,,90,origem=planilha_nova
362,Paulo Felipe Ribeiro Bandeira,"LIMA, CAYO VINNYCIUS PEREIRA",2023,"What are the correlates of intention to be physically active in Brazilian adolescents? A network analysis. BMC PUBLIC HEALTH, v. 23, p. 1-10, 2023",artigo,BMC PUBLIC HEALTH,,,,,,Scopus (SJR),,,90,origem=planilha_nova
363,Paulo Roberto Cavalcanti Carvalho,"LIMA, HELIZÂNIO JOSÉ DE FARIAS",2024,"Análise dos espaços públicos para prática de atividade física no Distrito Sanitário II do RECIFE/PE. REVISTA ELETRÔNICA ACERVO EM SAÚDE, v. 24, p. e14390, 2024",artigo,REVISTA ELETRÔNICA ACERVO EM SAÚDE,,,,,,,,,,origem=planilha_nova
364,Paulo Felipe Ribeiro Bandeira,"LIMA, L. M. P",2023,"CUNHA JUNIOR, A",capitulo,,,,,,,,,,45,origem=planilha_nova
365,André dos Santos Costa,"LIMA, V. F",2023,"Ansiedade-Estado Competitiva em Atletas Profissionais e Amadoras de Futebol Feminino.. Revista Brasileira de Educação Física e Esporte, v. 37, p. 1-10, 2023",artigo,Revista Brasileira de Educação Física e Esporte,,,,,,,,,,origem=planilha_nova
366,Bruno Teixeira Barbosa,"LIMA-JUNIOR, DALTON DE",2024,"Effects of smartphone use before resistance exercise on inhibitory control, heart rate variability, and countermovement jump. Applied Neuropsychology-Adult, v. 31, p. 48-55, 2024",artigo,Applied Neuropsychology-Adult,,,,,,Scopus (SJR),,,90,origem=planilha_nova
367,Saulo Fernandes Melo de Oliveira,"LINHARES, M",2023,"Examining strength, muscular power, and maximal performance in the power clean among CrossFit® practitioners. JOURNAL OF PHYSICAL EDUCATION AND SPORT, v. 23, p. 3119-3126, 2023",artigo,JOURNAL OF PHYSICAL EDUCATION AND SPORT,,,2247806X,,,Scopus (SJR),,,90,origem=planilha_nova
368,Ozeas de Lima Lins Filho,"LINS-FILHO, ODL",2023,"ASSOCIATION BETWEEN SLEEP QUALITY AND CARDIAC AUTONOMIC MODULATION IN ADOLESCENTS: A CROSS SECTIONAL STUDY.. Sleep Science (Online), v. 16, p. 462-467, 2023",artigo,Sleep Science (Online),,,,,,,,,,origem=planilha_nova
369,Ozeas de Lima Lins Filho,"LINS-FILHO, OZEAS",2024,"Effect of 12-week high-intensity interval training on hemodynamic variables at rest and during exercise in patients with obstructive sleep apnoea. JOURNAL OF HYPERTENSION, v. 00, p. 1, 2024",artigo,JOURNAL OF HYPERTENSION,,,,,,Scopus (SJR),,,90,origem=planilha_nova
370,Ozeas de Lima Lins Filho,"LINS-FILHO, OZEAS",2022,"Sleep and circadian rhythm. Impact of COVID-19.. Jornal Brasileiro de Pneumologia (Online), v. 48, p. 3-4, 2022",artigo,Jornal Brasileiro de Pneumologia (Online),,,,,,,,,,origem=planilha_nova
371,Rafael dos Santos Henrique,"LIRA, C. T. C",2024,"Examining the Effects of Strength Training with Load Progression on Sleep Parameters and Mental Health in College Students. SLEEP SCIENCE (IMPRESSO), p. e134, 2024",artigo,,,,,,,,,,,origem=planilha_nova
372,Leonardo Gomes de Oliveira Luz,"LUZ, L. G. O",2023,"O.; Cunha Júnior, A",livro,,,,,,,,,,90,origem=planilha_nova
373,Leonardo Gomes de Oliveira Luz,"LUZ, L. G. O",2021,"How to be physically active undersocial distancing? You need to exercise!. Revista de Educação Física, v. 90, p. 157-162, 2021",artigo,Revista de Educação Física,,,,,,,,,,origem=planilha_nova
374,Paulo Felipe Ribeiro Bandeira,"MACHADO, S. T. S",2022,"RECURSOS NATURAIS COMO ALTERNATIVA TERAPÊUTICA EM UMA PERSPECTIVA DE GÊNEROS E URBANIZAÇÃO. ETHNOSCIENTIA, v. 07, p. 27-50, 2022",artigo,ETHNOSCIENTIA,,,,,,,,,,origem=planilha_nova
375,Saulo Fernandes Melo de Oliveira,"Machado, Taynara",2024,"Machado, Taynara ; COSTA JUNIOR, E",capitulo,,,,,,,,,,45,origem=planilha_nova
376,Saulo Fernandes Melo de Oliveira,"Machado, Taynara",2021,"Efectos de la práctica de artes marciales en personas con discapacidad intelectual: una revisión sistemática. Revista Andaluza de Medicina Del Deporte, v. 14, p. Avance-192, 2021",artigo,Revista Andaluza de Medicina Del Deporte,,,,,,Scopus (SJR),,,90,origem=planilha_nova
377,Ozeas de Lima Lins Filho,"MAGALHAES, J. A",2021,"Prevalence of masked hypertension evaluated by home blood pressure monitoring in a large sample of patients with office blood pressure <140/90 mmHg. BLOOD PRESSURE MONITORING, v. Publish Ahead of Print, p. 1-6, 2021",artigo,BLOOD PRESSURE MONITORING,,,,,,Scopus (SJR),,,90,origem=planilha_nova
378,Leonardo Gomes de Oliveira Luz,"MARINHO, BLENA",2024,"Generic motor tests as tools to identify sports talent: a systematic review. Human Movement, v. 25, p. 53-63, 2024",artigo,Human Movement,,,,,,Scopus (SJR),,,90,origem=planilha_nova
379,Rafael dos Santos Henrique,"MARTINS, C. M. L",2026,"Age- and Sex-Specific Percentile Curves for the Test of Gross Motor Development From 7,263 Children Aged 3-5 Years From 13 Countries. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 14, p. 1, 2026",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
380,Paulo Felipe Ribeiro Bandeira,"MARTINS, C. M. L",2021,"Identifying Fundamental Motor Skills Building Blocks in Preschool Children From Brazil and the United States: A Network Analysis. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, p. 1-20, 2021",artigo,,,,,,,,,,,origem=planilha_nova
381,Paulo Felipe Ribeiro Bandeira,"MARTINS, C. M. L",2021,A atividade física como um sistema complexo adaptativo: contribuições para as Políticas Públicas em Saúde,capitulo,,,,,,,,,,45,origem=planilha_nova
382,Clarice Maria de Lucena Martins,"MARTINS, C",2021,"The combination of three movement behaviours is associated with object control skills, but not locomotor skills, in preschoolers. EUROPEAN JOURNAL OF PEDIATRICS, p. 1, 2021",artigo,,,,,,,,,,,origem=planilha_nova
383,Clarice Maria de Lucena Martins,"MARTINS, C",2021,"School-Time Movement Behaviors and Fundamental Movement Skills in Preschoolers: An Isotemporal Reallocation Analysis. PERCEPTUAL AND MOTOR SKILLS, p. 003151252110131-33, 2021",artigo,,,,,,,,,,,origem=planilha_nova
384,Rafael dos Santos Henrique,"MARTINS, CLARICE",2024,"Motor Competence and Body Mass Index in the Preschool Years: A Pooled Cross-Sectional Analysis of 5545 Children from Eight Countries. SPORTS MEDICINE, v. 54, p. 505-516, 2024",artigo,SPORTS MEDICINE,,,,,,Scopus (SJR),,,90,origem=planilha_nova
385,Paulo Felipe Ribeiro Bandeira,"MARTINS, CLARICE",2023,"Motor Competence and Body Mass Index in the Preschool Years: A Pooled Cross-Sectional Analysis of 5545 Children from Eight Countries. SPORTS MEDICINE, v. 10, p. 1-12, 2023",artigo,SPORTS MEDICINE,,,,,,Scopus (SJR),,,90,origem=planilha_nova
386,Paulo Felipe Ribeiro Bandeira,"MARTINS, CLARICE",2024,"Motor Competence as Key to Support Healthy Development of 3- to 5-Year-Old Children: An Expert Statement on Behalf of the International Motor Development Research Consortium. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 12, p. 1-18, 2024",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
387,Rafael dos Santos Henrique,"MARTINS, CLARICE",2024,"Sex differences in 3¿ to 5¿year¿old children's motor competence: A pooled cross¿sectional analysis of 6241 children. SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS, v. 34, p. e14651, 2024",artigo,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,,,,,,Scopus (SJR),,,90,origem=planilha_nova
388,Paulo Felipe Ribeiro Bandeira,"MARTINS, CLARICE",2024,"Sex differences in 3- to 5-year-old children's motor competence: A pooled cross-sectional analysis of 6241 children. SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS, v. 34, p. 1-14, 2024",artigo,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,,,,,,Scopus (SJR),,,90,origem=planilha_nova
389,Paulo Felipe Ribeiro Bandeira,"MARTINS, CLARICE",2026,"Age- and Sex-Specific Percentile Curves for the Test of Gross Motor Development From 7,263 Children Aged 3-5 Years From 13 Countries. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 14, p. 1-14, 2026",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
390,Paulo Felipe Ribeiro Bandeira,"MARTINS, CLARICE",2021,"The combination of three movement behaviours is associated with object control skills, but not locomotor skills, in preschoolers. EUROPEAN JOURNAL OF PEDIATRICS, v. 1, p. 1, 2021",artigo,EUROPEAN JOURNAL OF PEDIATRICS,,,,,,Scopus (SJR),,,90,origem=planilha_nova
391,Clarice Maria de Lucena Martins,"MARTINS, CLARICE",2023,"Motor Competence and Body Mass Index in the Preschool Years: A Pooled Cross-Sectional Analysis of 5545 Children from Eight Countries. SPORTS MEDICINE, v. 1, p. 1, 2023",artigo,SPORTS MEDICINE,,,,,,Scopus (SJR),,,90,origem=planilha_nova
392,Clarice Maria de Lucena Martins,"MARTINS, CLARICE",2021,"Identifying Fundamental Motor Skills Building Blocks in Preschool Children From Brazil and the United States: A Network Analysis. JOURNAL OF MOTOR LEARNING AND DEVELOPMENT, v. 10, p. 1-20, 2021",artigo,JOURNAL OF MOTOR LEARNING AND DEVELOPMENT,,,,,,Scopus (SJR),,,90,origem=planilha_nova
393,Saulo Fernandes Melo de Oliveira,"MATEUS, GREYCE ANY SOUSA",2022,"Effect of Fatigue and Graded Running on Kinematics and Kinetics Parameters in Triathletes. INTERNATIONAL JOURNAL OF SPORTS MEDICINE, p. 1, 2022",artigo,,,,,,,,,,,origem=planilha_nova
394,André dos Santos Costa,"MATIAS, G. H. L",2021,Effect of 12 weeks of recreational soccer on bone mineral density and sarcopenia in the elderly: a randomized clinical trial Changes the Mineral,artigo,JOURNAL OF PHYSICAL EDUCATION (ONLINE),,,24482455,10.4025/jphyseduc.v36i1.3607,,Scopus (SJR),,,90,origem=planilha_nova
395,André dos Santos Costa,"MATIAS, G. H. L",2021,"Efeito de 12 Semanas do Futebol Recreativo nas Funções Executivas e na Funcionalidade em Idosos.. Revista Brasileira de Educação Física e Esporte, v. 35, p. 155-162, 2021",artigo,Revista Brasileira de Educação Física e Esporte,,,,,,,,,,origem=planilha_nova
396,Tony Meireles dos Santos,"MEIRELES SANTOS, TONY",2026,Teorias comportamentais podem ajudar na adesão,capitulo,,,,,,,,,,45,origem=planilha_nova
397,Saulo Fernandes Melo de Oliveira,"MELO, J. H. M. V",2023,"CORRELAÇÕES ENTRE A CINEMÁTICA E CINÉTICA PROPULSIVA EM UM TESTE COM DINAMÔMETRO COMPACTO DE CADEIRAS DE RODAS: UM ESTUDO PILOTO. Revista da Associação Brasileira de Atividade Motora Adaptada, v. 24, p. 59-72, 2023",artigo,Revista da Associação Brasileira de Atividade Motora Adaptada,,,,,,,,,,origem=planilha_nova
398,Guilherme Assunção Ferreira,"MENDES, M",2025,"Self-reported carbohydrate supercompensation and supplementation strategies adopted by Olympic triathlon athletes. Brazilian Journal of Medical and Biological Research (on line), v. 58, p. e14189, 2025",artigo,Brazilian Journal of Medical and Biological Research (on line),,,,,,,,,,origem=planilha_nova
399,Paulo Felipe Ribeiro Bandeira,"MENDONCA, G. C",2022,AUTISMO: SUJEITO DO BULLIYNG,capitulo,,,,,,,,,,45,origem=planilha_nova
400,Paulo Felipe Ribeiro Bandeira,"MENDONCA, G. C",2022,"TRANSTORNO DO ESPECTRO AUTISTA, HABILIDADES MOTORAS E COMPORTAMENTO DE MOVIMENTO ? 24 HORAS",capitulo,,,,,,,,,,45,origem=planilha_nova
401,Bruno Teixeira Barbosa,"MENESES, A. B. C",2022,O efeito de diferentes intensidades de caminhada na hipotensão pós exercício em idosas hipertensas,capitulo,,,,,,,,,,45,origem=planilha_nova
402,Vilde Gomes de Menezes,"MENEZES, V",2021,Mudanças à vista no esporte?,capitulo,,,,,,,,,,45,origem=planilha_nova
403,Vilde Gomes de Menezes,"MENEZES, V. G",2021,"G.; AGUADO, D",capitulo,,,,,,,,,,45,origem=planilha_nova
404,Vilde Gomes de Menezes,"MENEZES, VILDE GOMES",2021,"MENEZES, VILDE GOMES; AGUADO, D",capitulo,,,,,,,,,,45,origem=planilha_nova
405,Vilde Gomes de Menezes,"MENEZES, VILDE GOMES",2021,"MENEZES, VILDE GOMES; AMORIM, A",livro,,,,,,,,,,90,origem=planilha_nova
406,Daniel da Rocha Queiroz,"MORAES, D. U",2022,"Physical Activity Guidelines for the Brazilian Population: Recommendations Report. Journal of Physical Activity & Health, v. 19, p. 1-8, 2022",artigo,Journal of Physical Activity & Health,,,,,,Scopus (SJR),,,90,origem=planilha_nova
407,Saulo Fernandes Melo de Oliveira,"MOREIRA, V. M",2023,"Analysis of Muscle Strength and Electromyographic Activity during Different Deadlift Positions. Muscles, v. 2, p. 218-227, 2023",artigo,Muscles,,,,,,Scopus (SJR),,,90,origem=planilha_nova
408,Eduardo Zapaterra Campos,"MOURA, H. P. S. N",2022,"Acute Low-Dose Capsiate Supplementation Improves Upper Body Resistance Exercise Performance in Trained Men: A Randomized, Crossover and Double-Blind Study. INTERNATIONAL JOURNAL OF EXERCISE SCIENCE, v. 15, p. 1007-1018, 2022",artigo,INTERNATIONAL JOURNAL OF EXERCISE SCIENCE,,,10071018,,,Scopus (SJR),,,90,origem=planilha_nova
409,Rafael dos Santos Henrique,"MOURA, RAONY ESPÍNDOLA",2024,"Monitoring Bar Velocity to Quantify Fatigue in Resistance Training. INTERNATIONAL JOURNAL OF SPORTS MEDICINE, v. 45, p. 624-632, 2024",artigo,INTERNATIONAL JOURNAL OF SPORTS MEDICINE,,,01724622,10.1055/a-2674-4030,,Web of Science (JCR); Scopus (SJR),2.2,Q2,90,origem=planilha_nova
410,André dos Santos Costa,"MOURA, T. C. B",2023,"Percepção de Professores e Alunos sobre o uso de Tecnologias Interativas nas aulas de Educação Física.. EDUCACIÓN FÍSICA Y CIENCIA, v. 25, p. 1-11, 2023",artigo,EDUCACIÓN FÍSICA Y CIENCIA,,,,,,,,,,origem=planilha_nova
411,Daniel da Rocha Queiroz,"MOURA-DOS-SANTOS, M. A",2021,"The influence of anthropometric variables, body composition, propulsive force and maturation on 50m freestyle swimming performance in junior swimmers: An allometric approach. JOURNAL OF SPORTS SCIENCES, v. 39, p. 1-6, 2021",artigo,JOURNAL OF SPORTS SCIENCES,,,02640414,10.1080/02640414.2025.2540202,,Web of Science (JCR); Scopus (SJR),2.5,Q2,90,origem=planilha_nova
